X,Type,KeyCite.Treatment,KeyCite.URL,Title,Document.URL,Court.Line,Filed.Date,Citation,Parallel.Cite,Docket.Num,year,INCLUDE FINAL?,Why,Pro-antitrust enforcement,Direct Appeal from District Court?,party1,party2,scoreType,partyDecisionFavored,Robinson-Patman Claim,Merger,Sherman 1,Sherman 2
178,Cases,NA,NA,Nashville Milk Co. v. Carnation Co.,https://www.westlaw.com/Document/I221ad3639bf011d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=295&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,20-Jan-58,355 U.S. 373,78 S.Ct. 352,67,1958,Yes,"Question is on whether plaintiffs can sue for treble damages under Section 3 of the Robinson-Patman act when companies sell at ""unreasonably low prices"". The question is on whether Section 3 of the Robinson-Patman act is implicitly part of the Sherman Act for purposes of treble damages under the Clayton Act. Supreme Court affirms it is not.",No,No,Smaller company,Bigger company,plb,p2,Yes,no,no,no
239,Cases,NA,NA,Federal Maritime Bd. v. Isbrandtsen Co.,https://www.westlaw.com/Document/Iab90cc439bf011d991d0cc6b54f12d4d/View/FullText.html?listSource=Search&list=CASE&rank=423&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,19-May-58,356 U.S. 481,78 S.Ct. 851,"73, 159552",1958,Yes,"Discussion on whether the Maritime Board can operate a dual-rate system for the tonnage of cargo between the US and Japan. The Board has a conference (association) of companies that operate the route, and Isbrandtsen has been gaining market share by discounting the prices of the conference. The Conference then asked the board to impose a dual rate system, that allows it to retaliate Inbrandsen prices. The company then sues the Board for allowing it. The question is on whether the Board can approve prices in a way that prevents competition. The Court concludes that the approval was per se illegal, and a way for companies operating in the conference to stiffle competition from a smaller entrant.",Yes,No,Bigger company,Smaller company,plb,p2,No,No,yes,yes
8,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Id8e369a59c1c11d993e6d35cc61aab4a&rank=15&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"Klor's, Inc. v. Broadway-Hale Stores, Inc.",https://www.westlaw.com/Document/Id8e369a59c1c11d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=15&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,6-Apr-59,359 U.S. 207,79 S.Ct. 705,76,1959,Yes,"Smaller retail store sues larger chain for discrimination and conspiring to either not sell goods or sell them at highly unfavorable prices, driving the smaller store out of business. Sues for Section 1 and 2 violation. District Court grants summary judgement, said it was purely a private quarrel, with no impact on competition as many other stores remained. Circuit Court affirmed. Supreme Court reverses, saying that group boycotts and other similar conduct has long been deemed a violation of the Sherman Act, as it can lead to a ""monopolistic tendency"" in commerce and the fact that only a small merchant is impacted is not reason to dismiss. Monopolies can arise out of the elimination of small businesses, one at a time. Reverts",Yes,No,Smaller company,Bigger company,plb,p1,No,No,yes,yes
36,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I98812c889c1c11d9bc61beebb95be672&rank=58&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Kelly v. Kosuga,https://www.westlaw.com/Document/I98812c889c1c11d9bc61beebb95be672/View/FullText.html?listSource=Search&list=CASE&rank=58&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,24-Feb-59,358 U.S. 516,79 S.Ct. 429,267,1959,Yes,"Discusses a contract to buy and sell onions among small suppliers in the Illinois. Petitioner defaulted on the contract, but then claimed that the contract was in violation of the Sherman Act as an agreement to fix prices (there was some strong bargaining involved). District Court and Circuit Court affirm the original contract and the default. Supreme Court affirms that unless it is a clear violation of the Sherman Act, Federal law cannot be used to simply waived lawful obligations assumed under contract (and under State law).",No,No,Bigger company,Smaller company,plb,p2,No,No,Yes,no
41,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I222d981a9bf011d993e6d35cc61aab4a&rank=64&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"International Boxing Club of N. Y., Inc. v. U.S.",https://www.westlaw.com/Document/I222d981a9bf011d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=64&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,12-Jan-59,358 U.S. 242,79 S.Ct. 245,18,1959,Yes,"Following early Supreme Court decision, district Court finds that Interntaional Boxing Club was in violation of antitruts laws and order the dissolution of two corporate appellants and redesigning the market for professional world championship boxing. Appellants appeal arguing that relevant market was wrongly defined (too narrow) and remedies too intrusive. Supreme Court maintains the District Court decisions.",Yes,Yes,Company,Government,govCase,p2,no,no,Yes,Yes
54,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I18dc3ecb9bea11d9bdd1cfdd544ca3a4&rank=93&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"Melrose Distillers, Inc. v. U.S.",https://www.westlaw.com/Document/I18dc3ecb9bea11d9bdd1cfdd544ca3a4/View/FullText.html?listSource=Search&list=CASE&rank=93&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,20-Apr-59,359 U.S. 271,79 S.Ct. 763,404,1959,Yes,"Petitioners were wholly owned subsidiaries of a larger company, and were accused of conspiring to monopolize or attempting to monopolize commerce in violation of Sections 1 and 2. Following the indictement, they were dissolved and the assets where then transferred to a new company under the same ownership. They then moved to dismiss the indictment based on the dissolution. District Court denied the motion and Circuit Court affirmed. Supreme Court affirms, saying that the ""person"" did not ""cease to exist"" under State law, so that the prosecution should be abated.  ",Yes,No,Company,Government,govCase,p2,no,no,yes,yes
74,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I236d55249c1e11d9bdd1cfdd544ca3a4&rank=124&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,U.S. v. Radio Corp. of America,https://www.westlaw.com/Document/I236d55249c1e11d9bdd1cfdd544ca3a4/View/FullText.html?listSource=Search&list=CASE&rank=124&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,24-Feb-59,358 U.S. 334,79 S.Ct. 457,"54, 159301",1959,Yes,Companies (NBC and RCA) agreed to acquire and exchange a Cleveland Television Station for one in Philadelphia. The exchange was approved by the FCC. The US then sues as violation of Section 1 and 4 of the Sherman Act. Question is whether the FCC approval preempets the US Federal Antitrust lawsuit. SC says that FCC has no exclusive powers to decide on antitrust issues and reverses.,Yes,Yes,Government,Company,govCase,p1,no,no,yes,no
147,Cases,NA,NA,Minneapolis & St. L. Ry. Co. v. U. S.,https://www.westlaw.com/Document/I6504d3609c1d11d9bc61beebb95be672/View/FullText.html?listSource=Search&list=CASE&rank=234&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,14-Dec-59,361 U.S. 173,80 S.Ct. 229,"12, 158996",1959,Yes,"Some railway companies acquired a smaller railway and submited for approval of the ICC. There were two potential bidders and the ICC picked what it thought was the one that would restrict competition the least. The losing party filed a complaint before the District Dourt, alleging that the combination would violate Section 1 of the Sherman Act and Section 7 of the Clayton Act. District Court dismissed. Supreme Court affirms, saying that the ICC has exclusive jurisdiction over antitrust and that there was no clear error in the ICC decision",No,Yes,Company,Government,govCase,p2,no,yes,yes,no
154,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Id4d31c2a9c1d11d991d0cc6b54f12d4d&rank=248&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Pittsburgh Plate Glass Co. v. U.S.,https://www.westlaw.com/Document/Id4d31c2a9c1d11d991d0cc6b54f12d4d/View/FullText.html?listSource=Search&list=CASE&rank=248&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,22-Jun-59,360 U.S. 395,79 S.Ct. 1237,"489, 491",1959,Yes,Petitioners were convicted of a single count for violating Section 1 of the Sherman Act. They affirmed an error of the trial judge by not allowing them to inspect the grand jury minutes before a key testimony. Court of appeals affirmed the conviction. Supreme Court affirms.,Yes,No,Company,Government,govCase,p2,no,no,yes,no
168,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I2222c2a09bf011d993e6d35cc61aab4a&rank=279&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"Beacon Theatres, Inc. v. Westover",https://www.westlaw.com/Document/I2222c2a09bf011d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=279&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,25-May-59,359 U.S. 500,79 S.Ct. 948,45,1959,Yes,"Beacon threatened to sue Fox (Westover) for exclusivity in exhibiting first-run films in the San Bernardino area, in violation of Sections 1 and 2 of the Sherman Act. Fox then sued Beacon to declare that its contracts were legal. Beacon counterclaimed and demanded a jury trial, but the District Court denied. The Circuit court affirmed. Supreme Court reverses and affirms the right to a jury trial.",Yes,No,Smaller company,Bigger company,plb,p1,no,no,yes,yes
339,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Icea271079c9611d993e6d35cc61aab4a&rank=567&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,F.T.C. v. Simplicity Pattern Co.,https://www.westlaw.com/Document/Icea271079c9611d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=567&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,8-Jun-59,360 U.S. 55,79 S.Ct. 1005,"406, 447",1959,Yes,"FTC found Simplicity in violation of the Robinson-Patman act, one of the largest dress manufacturers in the US, by not furnishing all customers with the same access to services and facilities (larger customers had more access). It said that the discrimination could not be compensate by ""cost justification"" or the absence of competitive injury. Court of Appeals agreed on the competitive injury, but remanded the case for more information on the cost justification. FTC appealed. Supreme Court sides wiht the FTC, affirming that competition between two classes of customers is enough for ""competitive injury"" and that cost justifications only apply to price discriminations, and not to service access and others (different items of article 2 of the RPA). ",Yes,No,Government,Company,govCase,p1,yes,no,no,no
2,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I0a465ca29bf011d991d0cc6b54f12d4d&rank=3&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"U.S. v. Parke, Davis & Co.",https://www.westlaw.com/Document/I0a465ca29bf011d991d0cc6b54f12d4d/View/FullText.html?listSource=Search&list=CASE&rank=3&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,29-Feb-60,362 U.S. 29,80 S.Ct. 503,20,1960,Yes,"US sued Parke Davis for violating Section 1 and 3 of the Sherman Act by conspiring to maintain the wholesale and retail prices of its pharmaceutical products at minimum levels (minimum RPM). District Court dismissed without even hearing the defendant by claiming that the government failed to prove its case. DoJ appealed. Supreme Court sides with government, saying that the RPM is illegal if expressively found or if implied. The exception is the Colgate case, which the party simply announced the policy and then refused to deal with those that did not implementy it, without any form of communication or agreement. In this case there was clearly a combination between parke davis and wholesalers and retailers. ",Yes,Yes,Government,Company,govCase,p1,no,no,yes,no
14,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I0a465ca59bf011d991d0cc6b54f12d4d&rank=22&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Maryland and Virginia Milk Producers Ass'n v. U.S.,https://www.westlaw.com/Document/I0a465ca59bf011d991d0cc6b54f12d4d/View/FullText.html?listSource=Search&list=CASE&rank=22&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,2-May-60,362 U.S. 458,80 S.Ct. 847,"62, 73",1960,Yes,"US sues milk cooperative that supplied 86% of the DC area for attempt to monopolize the market for fluid milk in DC, in violation of Section 2 of the Sherman Act. This is because the cooperative entered into agreements and bought assets of its main competitors, also in violation of Section 7 of the Clayton Act. Cooperative argued it was exempt from antitrust laws. District Court agreed on the formation of the cooperative (exempt) but found for the Government in relation to the acquisitions and order the cooperatie to divest the acquired assets and terminate contracts. Supreme Court finds for the Government in all counts",Yes,Yes,Cooperative,Government,plb,p2,no,yes,no,yes
