X,Type,KeyCite.Treatment,KeyCite.URL,Title,Document.URL,Court.Line,Filed.Date,Citation,Parallel.Cite,Docket.Num,year,INCLUDE FINAL?,Why,Pro-antitrust enforcement,Direct Appeal from District Court?,party1,party2,scoreType,partyDecisionFavored,Robinson-Patman Claim,Merger,Sherman 1,Sherman 2
11,Cases,,,Federal Trade Commission v. Standard Oil Co.,https://www.westlaw.com/Document/I1d274d569c9711d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=223&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,27-Jan-58,355 U.S. 396,78 S.Ct. 369,24,1958,Yes,"This case is a sequel to Standard Oil Co. v. Federal Trade Comm'n, 340 U. S. 231 (1951), wherein the Court held that § 2 (b) of the Clayton Act, 38 Stat. 730, as amended by the Robinson-Patman Act, 49 Stat. 1526, 15 U. S. C. § 13 (b), afforded a seller a complete defense to a charge of price discrimination if its lower price was ""made in good faith to meet a lawful and equally low price of a competitor."" 340 U. S., at 246. We remanded the case with instructions that the Federal Trade Commission make findings on Standard's contention that its discriminatory prices were so made. The subsequent findings are not altogether clear. The Commission, acting on the same record, seemingly does not contest the fact that Standard's deductions were made to meet the equally low prices of its competitors. However, Standard was held not to have acted in good faith, and the § 2 (b) defense precluded, because of the Commission's determination that Standard's reduced prices were made pursuant to a price system rather than being ""the result of departures from a nondiscriminatory price scale."" 49 F. T. C. 923, 954. The Court of Appeals found no basis in the record for such a finding and vacated the order of the Commission, holding that Standard's "" `good faith' defense was firmly established."" 233 F. 2d 649, 655. In view of our former opinion and the importance of bringing an end to this protracted litigation, we granted certiorari. 352 U. S. 950 (1956). Having concluded that the case turns on a factual issue, decided by the Court of Appeals upon a fair assessment of the record, we affirm the decision below.",No,No,Government,Company,govCase,p2,Yes,No,No,No
12,Cases,,,United Steelworkers of America v. U.S.,https://www.westlaw.com/Document/If37b1eed9bf711d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=309&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,7-Dec-59,361 U.S. 392,80 S.Ct. 177 (Mem),504,1959,No,Labor law case,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I1d27264b9c9711d993e6d35cc61aab4a&rank=110&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"F.T.C. v. Anheuser-Busch, Inc.",https://www.westlaw.com/Document/I1d27264b9c9711d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=110&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,20-Jun-60,363 U.S. 536,80 S.Ct. 1267,389,1960,Yes,"This controversy had its genesis in a complaint issued by the Federal Trade Commission in 1955, which charged respondent, a beer producer, with a violation of § 2 (a). The complaint alleged that respondent had ""discriminated in price between different purchasers of its beer of like grade and quality by selling it to some of its customers at higher prices than to other[s]""; that, more specifically, respondent had lowered prices in the St. Louis, Missouri, market, without making similar price reductions in other markets; that this discrimination had already diverted substantial business from respondent's St. Louis competitors; that it was ""sufficient"" to have the same impact in the future; that there was a ""reasonable probability"" it would substantially lessen competition in respondent's line of commerce; and that it might also tend to create a monopoly or to injure, destroy, or prevent competition with respondent. 

In 1953, most of the national breweries, including respondent, granted their employees a wage increase, and on October 1, 1953, they put into effect a general price increase.[3] Although many regional and local breweries throughout the country followed suit by raising their prices, Falstaff, Griesedieck Western, and Griesedieck Brothers maintained their pre-October price of $2.35 per standard case. Although respondent's sales in the St. Louis area did not decline, its national sales fell, along with industry sales in general.

On January 4, 1954, respondent lowered its price in the St. Louis market from $2.93 to $2.68 per case, thereby reducing the previous 58¢ differential to 33¢. A second price cut occurred on June 21, 1954, this time to $2.35, the same price charged by respondent's three competitors. On January 3, 1954, the day before the first price cut, respondent's price in the St. Louis market had been lower 540*540 than its price in other markets,[4] and during the period of the price reductions in the St. Louis area, respondent made no similar price reductions in any other market. In March, 1955, respondent increased its St. Louis price 45¢ per case, and Falstaff, Griesedieck Western, and Griesedieck Brothers almost immediately raised their prices 15¢ which re-established a substantial differential. This ended the period of alleged price discrimination.

The Commission rejected respondent's contention that its price reductions had been made in good faith to meet the equally low price of a competitor within the meaning of the proviso to § 2 (b) of the Act, 49 Stat. 1526, 15 U. S. C. § 13 (b), and also found respondent's attack upon the examiner's cease-and-desist order to be meritless. The Commission thereupon adopted and issued that order, with only slight modification.[5]

On review, the Court of Appeals set aside the order. 265 F. 2d 677. We granted certiorari, 361 U. S. 880, because a conflict had developed among the Courts of Appeals on a question of importance in the administration of the statute (...) 

More important, however, is the incompatibility of the Circuit Court's rule with the purpose of § 2 (a). The existence of competition among buyers who are charged different prices by a seller is obviously important in terms of adverse effect upon secondary-line competition, but it would be merely a fortuitous circumstance so far as injury to primary-line competition is concerned. Since, as we have indicated, an independent and important goal of § 2 (a) is to extend protection to competitors of the discriminating seller, the limitation of that protection by the alien factor of competition among purchasers would constitute a debilitating graft upon the statute. (...) 

The judgment of the Court of Appeals is reversed and the case is remanded to that court for further proceedings not inconsistent with this opinion.",Yes,No,Government,Company,govCase,p1,Yes,No,No,No
14,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I1d27264a9c9711d993e6d35cc61aab4a&rank=149&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,F.T.C. v. Henry Broch & Company,https://www.westlaw.com/Document/I1d27264a9c9711d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=149&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,6-Jun-60,363 U.S. 166,80 S.Ct. 1158,61,1960,Yes,"Section 2 (c) of the Clayton Act, as amended by the Robinson-Patman Act,[1] makes it unlawful for ""any person"" to make an allowance in lieu of ""brokerage"" to the ""other party to such transaction."" The question is whether that prohibition is applicable to the following transactions by respondent.

Respondent agreed to sell the price to a company after one of the brokers agreed to lower its commission for that sale only from 5% to 3%. The customary brokerage fee of 5% to respondent would have been $2,036.84. The actual brokerage of 3% received by respondent was $1,222.11. The reduction of brokerage was $814.73 which is 50% of the total price reduction of $1,629.47 granted by Canada Foods to Smucker.

The Commission charged respondent with violating § 2 (c) of the Act, and after a hearing and the making of findings entered a cease-and-desist order against respondent. The Court of Appeals, while not questioning the findings of fact of the Commission, reversed. 261 F. 2d 725. The case is here on writ of certiorari, 360 U. S. 908.

The particular evil at which § 2 (c) is aimed can be as easily perpetrated by a seller's broker as by the seller himself. The seller and his broker can of course agree on any brokerage fee that they wish. Yet when they agree upon one, only to reduce it when necessary to meet the demands of a favored buyer, they use the reduction in brokerage to undermine the policy of § 2 (c). The seller's broker is clearly ""any person"" as the words are used in § 2 (c)—as clearly such as a buyer's broker. (...)
Congress enacted the Robinson-Patman Act to prevent sellers and sellers' brokers from yielding to the economic pressures of a large buying organization by granting unfair preferences in connection with the sale of goods. The form in which the buyer pressure is exerted is immaterial and proof of its existence is not required. It is rare that the motive in yielding to a buyer's demands is not the ""necessity"" for making the sale. An ""independent"" broker is not likely to be independent of the buyer's coercive bargaining power. He, like the seller, is constrained to favor the buyers with the most purchasing power. 

We conclude that the statute clearly applies to payments or allowances by a seller's broker to the buyer, whether made directly to the buyer, or indirectly, through the seller. (...) If we held that § 2 (c) is not applicable here, we would disregard the history which we have delineated, overturn a settled administrative practice, and approve a construction that is hostile to the statutory scheme—one that would leave a large loophole in the Act. Any doubts as to the wisdom of the economic theory embodied in the statute are questions for Congress to resolve.",Yes,No,Government,Company,govCase,p1,Yes,No,No,No
15,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I616294709c1f11d9bc61beebb95be672&rank=191&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"Marine Cooks and Stewards, AFL v. Panama S. S. Co.",https://www.westlaw.com/Document/I616294709c1f11d9bc61beebb95be672/View/FullText.html?listSource=Search&list=CASE&rank=191&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,18-Apr-60,362 U.S. 365,80 S.Ct. 779,403,1960,No,Discussing legality of picketing under the Norris-LaGuardia Act,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
16,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I64d8452a9c1d11d9bc61beebb95be672&rank=30&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,California v. Federal Power Commission,https://www.westlaw.com/Document/I64d8452a9c1d11d9bc61beebb95be672/View/FullText.html?listSource=Search&list=CASE&rank=30&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,30-Apr-62,369 U.S. 482,82 S.Ct. 901,187,1962,Yes,"El Paso Natural Gas Company first acquired the stock of the Pacific Northwest Pipeline Corp. and then applied to the Federal Power Commission for authority to acquire the assets pursuant to § 7 of the Natural Gas Act, 52 Stat. 825, 15 U. S. C. § 717f (c). This application was dated August 7, 1957. Prior thereto, on July 22, 1957, the Federal Government commenced an action against El Paso and Pacific Northwest, alleging that El Paso's acquisition of the stock of Pacific Northwest violated § 7 of the Clayton Act,[1] 38 Stat. 731, as amended, 64 Stat. 1125, 15 U. S. C. § 18. On September 30, 1957, El Paso and Pacific Northwest filed a motion to dismiss the antitrust suit or to stay it, pending completion of the proceedings before the Commission. On October 21, 1957, that motion was denied after hearing; and we denied certiorari. 355 U. S. 950. In May and June 1958, the Department of Justice wrote four letters to the Commission, asking that the proceeding be stayed pending the outcome of the antitrust suit. On July 29, 1958, the Department of Justice was advised by the Commission that it would not stay its proceedings. The Commission invited the Antitrust Division of the Department to participate in the administrative proceedings; but it did not do so. (...) 

Evidence of antitrust violations is plainly relevant in merger applications, for part of the content of ""public convenience and necessity"" as used in § 7 of the Natural 485*485 Gas Act is found in the laws of the United States. Immunity from the antitrust laws is not lightly implied. (...) We could not assume that Congress, having granted only a limited exemption from the antitrust laws, nonetheless granted an overall inclusive one. See United States v. Borden Co., 308 U. S. 188, 198-202. ""When there are two acts upon the same subject, the rule is to give effect to both if possible."" Id., at 198. Here, as in United States v. R. C. A., 358 U. S. 334, while ""antitrust considerations"" are relevant to the issue of ""public interest, convenience, and necessity"" (id., at 351), there is no ""pervasive regulatory scheme"" (ibid.) including the antitrust laws that has been entrusted to the Commission. And see National Broadcasting Co. v. United States, 319 U. S. 190, 223. Under the Interstate Commerce Act, mergers of carriers that are approved have an antitrust immunity, as § 5 (11) of that Act specifically provides that the carriers involved ""shall be and they are hereby relieved from the operation of the antitrust laws . . . ."" See McLean Trucking Co. v. United States, 321 U. S. 67.

There is no comparable provision under the Natural Gas Act. (... ) We do not decide whether in this case there were any violations of the antitrust laws. We rule only on one select issue and that is: should the Commission proceed to a decision on the merits of a merger application when there is pending in the courts a suit challenging the validity of that transaction under the antitrust laws? We think not. We think the Commission in those circumstances should await the decision of the courts. (...)

The judgment of the Court of Appeals is reversed and the case is remanded for proceedings in conformity with this opinion.",Yes,No,Government,Company,govCase,p1,No,Yes,No,No
17,Cases,,,F.T.C. v. Henry Broch & Co.,https://www.westlaw.com/Document/Id38feb569be911d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=68&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,15-Jan-62,368 U.S. 360,82 S.Ct. 431,74,1962,Yes,"Broch is a broker selling food products on commission for some 25 seller principals. One of his principals is Canada Foods, Ltd., a processor of apple concentrate. The Commission found that Broch, to make possible Canada Foods' acceptance of an offer from J. M. Smucker Co. to buy an unusually large quantity of apple concentrate at less than Canada Foods' established price, reduced to 3%, for this sale, the agreed 5% rate of commission ordinarily payable by Canada Foods to Broch.[3] The Commission adjudged, and in our prior opinion we agreed, that this action of Broch was, in the circumstances, a violation of § 2 (c).

The Commission's order was not confined to restraints against repetition of the precise violation of § 2 (c) which Broch was found to have committed, nor was the application of the order limited to future sales from Canada Foods to Smucker.[4] Paragraph (1) did prohibit the repetition of the particular violation which Broch committed, but in connection with sales for Canada Foods, or for ""any other seller principal,"" to Smucker, or ""to any other buyer."" Paragraph (2) also extended its prohibitions to sales from all seller principals to all buyers, but went beyond paragraph (1) to prohibit Broch from ""In any other manner . . . directly or indirectly"" paying, granting or allowing, in the words of § 2 (c), ""anything of value as a commission, brokerage, or other compensation, or any allowance or discount in lieu thereof . . . ."" The Court of Appeals excised from the order all references to ""any other seller principal"" and to ""any other buyer,"" thus limiting the order's application to future sales from Canada Foods to Smucker.

The Commission renews here the argument it made in the Court of Appeals that judicial modification of the order was precluded because Broch failed to object to the scope of the order before the Commission. Broch disputes that he failed to register a proper objection before the Commission. We see no reason to determine the fact. We will assume, without deciding, that the Court of Appeals properly passed upon the scope of the order. We nevertheless think that in the circumstances of this case the order should have been affirmed in the form entered by the Commission. (...)

The judgment of the Court of Appeals is reversed and the case is remanded with direction to affirm the order of the Federal Trade Commission.",Yes,No,Government,Company,govCase,p1,Yes,No,No,No
18,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I236c91d19c1e11d9bdd1cfdd544ca3a4&rank=131&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"U.S. v. Diebold, Inc.",https://www.westlaw.com/Document/I236c91d19c1e11d9bdd1cfdd544ca3a4/View/FullText.html?listSource=Search&list=CASE&rank=131&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,14-May-62,369 U.S. 654,82 S.Ct. 993,286,1962,Yes,"This is a civil antitrust suit by the Government challenging Diebold's acquisition of the assets of the Herring-Hall-Marvin Safe Company as being violative of § 7 of the Clayton Act. On motion of Diebold the District Court entered summary judgment against the Government on the ground that the acquired firm was a ""failing company"" under the doctrine of International Shoe Co. v. Federal Trade Comm'n, 280 U. S. 291 (1930). The case is here on direct appeal. 368 U. S. 894.

In determining that the acquisition of the assets of Herring-Hall-Marvin Safe Company was not a violation of § 7, the District Court acted upon its findings that ""HHM was hopelessly insolvent and faced with imminent receivership"" and that ""Diebold was the only bona fide prospective purchaser for HHM's business."" The latter finding represents at least in part the resolution of a head-on factual controversy as revealed by the materials before the District Court of whether other offers for HHM's assets or business were actually made. In any event both findings represent a choice of inferences to be drawn from the subsidiary facts contained in the affidavits, attached exhibits, and depositions submitted below. On summary judgment the inferences to be drawn from the underlying facts contained in such materials must be viewed in the light most favorable to the party opposing the motion. A study of the record in this light leads us to believe that inferences contrary to those drawn by the trial court might be permissible. The materials before the District Court having thus raised a genuine issue as to ultimate facts material to the rule of International Shoe Co. v. Federal Trade Comm'n, it was improper for the District Court to decide the applicability of the rule on a motion for summary judgment. Fed. Rules Civ. Proc., 56 (c).

Reversed and remanded.",Yes,Yes,Government,Company,govCase,p1,No,Yes,No,No
19,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I1d26ff3b9c9711d993e6d35cc61aab4a&rank=122&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,F.T.C. v. Sun Oil Co.,https://www.westlaw.com/Document/I1d26ff3b9c9711d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=122&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,14-Jan-63,371 U.S. 505,83 S.Ct. 358,56,1963,Yes,"This case grows out of a gasoline ""price war"" in Jacksonville, Florida. The question presented is whether a refiner-supplier of gasoline charged with the granting of a price discrimination in violation of § 2 (a) of the Clayton Act,[1] as amended by the Robinson-Patman Act, has available to it, under § 2 (b) of the Act,[2] the defense that the discriminatory lower price was given ""in good faith to meet an equally low price of a competitor,"" when the gasoline refiner-supplier shows that it gave the discriminatory price to only one of a number of its independently owned retail station customers in a particular region in order to enable that station to meet price reductions of a competing service station owned and operated by a retail chain selling a different brand of gasoline.
he Federal Trade Commission held the § 2 (b) defense to be unavailable under such circumstances. 55 F. T. C. 955. The Court of Appeals for the Fifth Circuit reversed, 294 F. 2d 465, and this Court granted certiorari, 368 U. S. 984, to review this difficult and important question concerning the scope and application of the § 2 (b) defense. (...) 

It is argued, however, that to deny Sun the right to reduce its prices as it did here is to impair price flexibility and promote price rigidity, the very antithesis of competition. We think that the contrary is the case. While allowance of the discriminatory price cut here may produce localized and temporary flexibility, it inevitably encourages maintenance of the long-range and generalized price rigidity which the discrimination in fact protects. So long as the wholesaler can meet challenges to his pricing structure by wholly local and individualized responses, it has no incentive to alter its overall pricing policy. Moreover, as indicated, the large supplier's ability to ""spot price"" will discourage the enterprising and resourceful retailer from seeking to initiate price reductions on his own. Such reasoning may be particularly applicable in the oligopolistic environment of the oil industry.

We see no reason to permit Sun discriminatorily to pit its greater strength at the supplier level against Super Test, which, so far as appears from the record, is able to sell its gasoline at a lower price simply because it is a more efficient merchandiser, particularly when Super Test's challenge as an ""independent"" may be the only meaningful source of price competition offered the ""major"" oil companies, of which Sun is one.
(...)
Having consciously chosen not to effect direct distribution through wholly owned and operated stations, Sun cannot now claim for itself the benefits of such a system and seek to inject itself as a supplier into what on this record appears as a struggle wholly between retailers, when such interference favors one of Sun's customers at the expense of others.

Thus, consistent with overall antitrust policy and the language and very purposes of the Robinson-Patman amendments, we conclude that § 2 (b) of the Act contemplates that the lower price which may be met by one who would discriminate must be the lower price of his own competitor; since there is in this record no evidence of any such price having been set, or offered to anyone, by any competitor of Sun, within the meaning of § 2 (b),[19] Sun's claim to the benefit of the good-faith meeting of competition defense must fail. Accordingly, the judgment of the Court of Appeals is

Reversed.

",Yes,No,Government,Company,govCase,p1,yes,No,No,No
20,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I221507039bf011d993e6d35cc61aab4a&rank=24&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,U.S. v. Continental Can Co.,https://www.westlaw.com/Document/I221507039bf011d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=24&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,22-Jun-64,378 U.S. 441,84 S.Ct. 1738,367,1964,Yes,"In 1956, Continental Can Company, the Nation's second largest producer of metal containers, acquired all of the assets, business and good will of Hazel-Atlas Glass Company, the Nation's third largest producer of glass containers, in exchange for 999,140 shares of Continental's common stock and the assumption by Continental of all the liabilities of Hazel-Atlas. The Government brought this action seeking a judgment that the acquisition violated § 7 of the Clayton Act[1] and requesting an appropriate divestiture order. Trying the case without a jury, the District Court found that the Government had failed to prove reasonable probability of anticompetitive effect in any line of commerce, and accordingly dismissed the complaint at the close of the Government's case. United States v. Continental Can Co., 217 F. Supp. 761 (D. C. S. D. N. Y.). We noted probable jurisdiction to consider the specialized problems incident to the application of § 7 to interindustry mergers and acquisitions.[2] 375 U. S. 893. We reverse the decision of the District Court.
(...)
We think our holding is consonant with the purpose of § 7 to arrest anticompetitive arrangements in their incipiency. Some product lines are offered in both metal and glass containers by the same packer. In such areas the interchangeability of use and immediate interindustry sensitivity to price changes would approach that which exists between products of the same industry. In other lines, as where one packer's products move in one type container while his competitor's move in another, there are inherent deterrents to customer diversion of the same type that might occur between brands of cans or bottles. But the possibility of such transfers over the long run acts as a deterrent against attempts by the dominant members of either industry to reap the possible benefits of their position by raising prices above the competitive level or engaging in other comparable practices. And even though certain lines are today regarded as safely within the domain of one or the other of these industries, this pattern may be altered, as it has been in the past. From the point of view not only of the static competitive situation but also the dynamic long-run potential, we think that the Government has discharged its burden of proving prima facie anticompetitive effect. Accordingly the judgment is reversed and the case remanded for further proceedings consistent with this opinion.

Reversed.",Yes,Yes,Government,Company,govCase,p1,No,Yes,No,No
